filename,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,area_sum,class_1_perc,class_2_perc,class_3_perc,class_4_perc,class_5_perc,class_6_perc,class_7_perc,SG_all_perc,classifier,date
LULC_svm_Classified_6K_2018-11-16.tif,117801110,5264876,41928,1221429,887736,246532,183991,1502190,9348682,0.5631677278144662,0.004484910279331354,0.1306525347637239,0.09495841231951199,0.02637077611582039,0.019680956096271112,0.16068468261087498,0.13513744504305525,svm,2018-11-16
LULC_cart_Classified_6K_2018-12-11.tif,114401736,5972305,30893,304005,1250023,1749302,114770,1915555,11336853,0.526804484454372,0.002725006666312071,0.0268156427537695,0.11026190425155906,0.15430225654332821,0.010123620726139785,0.16896708460451942,0.02954064942008157,cart,2018-12-11
LULC_cons_Classified_6K_2018-12-11.tif,114468646,7113254,30005,381863,1248445,839953,26348,1696985,11336853,0.6274452001803322,0.002646678050778289,0.03368333346123479,0.11012271218476591,0.07409049054442181,0.0023241017591036947,0.14968748381936328,0.03633001151201308,cons,2018-12-11
LULC_gbt_Classified_6K_2018-12-11.tif,114401736,6760944,27382,308920,1276226,946556,82318,1934507,11336853,0.5963686747989059,0.002415308728092355,0.027249184584116952,0.11257321586510824,0.08349371734819178,0.007261097943141717,0.1706388007324431,0.029664493312209307,gbt,2018-12-11
LULC_knn_Classified_6K_2018-12-11.tif,114401736,6765344,13444,497916,1162689,582881,140,2314439,11336853,0.5967567895605597,0.0011858670126533351,0.043920124923556826,0.10255835548013192,0.0514147091789935,1.2349106052623246e-05,0.20415180473805208,0.04510599193621016,knn,2018-12-11
LULC_rf_Classified_6K_2018-12-11.tif,114401736,6801240,32623,292564,1242243,1188203,20012,1759968,11336853,0.5999231003524523,0.002877606333962344,0.02580645616556905,0.1095756467866347,0.10480889185032213,0.001765216502322117,0.15524308200873735,0.028684062499531395,rf,2018-12-11
LULC_svm_Classified_6K_2018-12-11.tif,114401736,7648684,26603,790236,1226095,496830,124947,1023458,11336853,0.6746743562785898,0.002346594773699544,0.06970505836143416,0.10815126561136498,0.043824331143748625,0.01102131252826512,0.09027708130289773,0.0720516531351337,svm,2018-12-11
LULC_cart_Classified_6K_2019-02-24.tif,113527712,7103187,29763,580590,993980,1234164,331557,2047846,12321087,0.576506520893814,0.002415614791130036,0.047121654120289874,0.08067307697770497,0.10016681158082887,0.026909719897278545,0.1662066017389537,0.04953726891141991,cart,2019-02-24
LULC_cons_Classified_6K_2019-02-24.tif,113594642,8403813,38199,706507,773291,756818,114246,1528213,12321087,0.6820674994016356,0.003100294641211445,0.05734128815095616,0.06276158913576375,0.061424612942023706,0.009272396177382725,0.12403231955102663,0.0604415827921676,cons,2019-02-24
LULC_gbt_Classified_6K_2019-02-24.tif,113527712,8236132,30111,500379,780029,876391,162058,1735987,12321087,0.668458229375379,0.0024438590523709475,0.04061159538927044,0.06330845646979037,0.07112935733673498,0.013152897954539238,0.14089560442191504,0.04305545444164139,gbt,2019-02-24
LULC_knn_Classified_6K_2019-02-24.tif,113527712,8262230,53864,1054182,617056,763763,849,1569143,12321087,0.6705763866451069,0.004371692205403631,0.08555917184904221,0.050081295586988386,0.06198828074178845,6.890625802739644e-05,0.12735426671364306,0.08993086405444585,knn,2019-02-24
LULC_rf_Classified_6K_2019-02-24.tif,113527712,7953088,31804,535419,766772,1171472,117443,1745089,12321087,0.64548590558609,0.002581265760074578,0.0434555003142174,0.06223249620751806,0.09507862415061269,0.009531870037116044,0.1416343379443713,0.04603676607429198,rf,2019-02-24
LULC_svm_Classified_6K_2019-02-24.tif,113527712,8116034,33789,1507029,697581,945048,272283,749323,12321087,0.6587108751037957,0.0027423716754860997,0.12231299072882125,0.056616839082460825,0.07670167412988806,0.022098943055917062,0.06081630622363108,0.12505536240430734,svm,2019-02-24
LULC_cart_Classified_6K_2019-02-27.tif,201794425,5899719,24916,686468,1036230,735061,285945,1743268,10411607,0.5666482609264833,0.0023930983948971564,0.06593295348162873,0.09952642277027936,0.0706001484689155,0.027464060062966266,0.16743505589482968,0.06832605187652588,cart,2019-02-27
